city,image,province_abbrev,Jan-1990,Feb-1990,Mar-1990,Apr-1990,May-1990,Jun-1990,Jul-1990,Aug-1990,Sep-1990,Oct-1990,Nov-1990,Dec-1990,Jan-1991,Feb-1991,Mar-1991,Apr-1991,May-1991,Jun-1991,Jul-1991,Aug-1991,Sep-1991,Oct-1991,Nov-1991,Dec-1991,Jan-1992,Feb-1992,Mar-1992,Apr-1992,May-1992,Jun-1992,Jul-1992,Aug-1992,Sep-1992,Oct-1992,Nov-1992,Dec-1992,Jan-1993,Feb-1993,Mar-1993,Apr-1993,May-1993,Jun-1993,Jul-1993,Aug-1993,Sep-1993,Oct-1993,Nov-1993,Dec-1993,Jan-1994,Feb-1994,Mar-1994,Apr-1994,May-1994,Jun-1994,Jul-1994,Aug-1994,Sep-1994,Oct-1994,Nov-1994,Dec-1994,Jan-1995,Feb-1995,Mar-1995,Apr-1995,May-1995,Jun-1995,Jul-1995,Aug-1995,Sep-1995,Oct-1995,Nov-1995,Dec-1995,Jan-1996,Feb-1996,Mar-1996,Apr-1996,May-1996,Jun-1996,Jul-1996,Aug-1996,Sep-1996,Oct-1996,Nov-1996,Dec-1996,Jan-1997,Feb-1997,Mar-1997,Apr-1997,May-1997,Jun-1997,Jul-1997,Aug-1997,Sep-1997,Oct-1997,Nov-1997,Dec-1997,Jan-1998,Feb-1998,Mar-1998,Apr-1998,May-1998,Jun-1998,Jul-1998,Aug-1998,Sep-1998,Oct-1998,Nov-1998,Dec-1998,Jan-1999,Feb-1999,Mar-1999,Apr-1999,May-1999,Jun-1999,Jul-1999,Aug-1999,Sep-1999,Oct-1999,Nov-1999,Dec-1999,Jan-2000,Feb-2000,Mar-2000,Apr-2000,May-2000,Jun-2000,Jul-2000,Aug-2000,Sep-2000,Oct-2000,Nov-2000,Dec-2000,Jan-2001,Feb-2001,Mar-2001,Apr-2001,May-2001,Jun-2001,Jul-2001,Aug-2001,Sep-2001,Oct-2001,Nov-2001,Dec-2001,Jan-2002,Feb-2002,Mar-2002,Apr-2002,May-2002,Jun-2002,Jul-2002,Aug-2002,Sep-2002,Oct-2002,Nov-2002,Dec-2002,Jan-2003,Feb-2003,Mar-2003,Apr-2003,May-2003,Jun-2003,Jul-2003,Aug-2003,Sep-2003,Oct-2003,Nov-2003,Dec-2003,Jan-2004,Feb-2004,Mar-2004,Apr-2004,May-2004,Jun-2004,Jul-2004,Aug-2004,Sep-2004,Oct-2004,Nov-2004,Dec-2004,Jan-2005,Feb-2005,Mar-2005,Apr-2005,May-2005,Jun-2005,Jul-2005,Aug-2005,Sep-2005,Oct-2005,Nov-2005,Dec-2005,Jan-2006,Feb-2006,Mar-2006,Apr-2006,May-2006,Jun-2006,Jul-2006,Aug-2006,Sep-2006,Oct-2006,Nov-2006,Dec-2006,Jan-2007,Feb-2007,Mar-2007,Apr-2007,May-2007,Jun-2007,Jul-2007,Aug-2007,Sep-2007,Oct-2007,Nov-2007,Dec-2007,Jan-2008,Feb-2008,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009,Jun-2009,Jul-2009,Aug-2009,Sep-2009,Oct-2009,Nov-2009,Dec-2009,Jan-2010,Feb-2010,Mar-2010,Apr-2010,May-2010,Jun-2010,Jul-2010,Aug-2010,Sep-2010,Oct-2010,Nov-2010,Dec-2010,Jan-2011,Feb-2011,Mar-2011,Apr-2011,May-2011,Jun-2011,Jul-2011,Aug-2011,Sep-2011,Oct-2011,Nov-2011,Dec-2011,Jan-2012,Feb-2012,Mar-2012,Apr-2012,May-2012,Jun-2012,Jul-2012,Aug-2012,Sep-2012,Oct-2012,Nov-2012,Dec-2012,Jan-2013,Feb-2013,Mar-2013,Apr-2013,May-2013,Jun-2013,Jul-2013,Aug-2013,Sep-2013,Oct-2013,Nov-2013,Dec-2013,Jan-2014,Feb-2014,Mar-2014,Apr-2014,May-2014,Jun-2014,Jul-2014,Aug-2014,Sep-2014,Oct-2014,Nov-2014,Dec-2014,Jan-2015,Feb-2015,Mar-2015,Apr-2015,May-2015,Jun-2015,Jul-2015,Aug-2015,Sep-2015,Oct-2015,Nov-2015,Dec-2015,Jan-2016,Feb-2016,Mar-2016,Apr-2016,May-2016,Jun-2016,Jul-2016,Aug-2016,Sep-2016,Oct-2016,Nov-2016,Dec-2016,Jan-2017,Feb-2017,Mar-2017,Apr-2017,May-2017,Jun-2017,Jul-2017,Aug-2017,Sep-2017,Oct-2017,Nov-2017,Dec-2017,Jan-2018,Feb-2018,Mar-2018,Apr-2018,May-2018,Jun-2018,Jul-2018,Aug-2018,Sep-2018,Oct-2018,Nov-2018,Dec-2018,Jan-2019,Feb-2019,Mar-2019,Apr-2019,May-2019,Jun-2019,Jul-2019,Aug-2019,Sep-2019,Oct-2019,Nov-2019,Dec-2019,Jan-2020,Feb-2020,Mar-2020,Apr-2020,May-2020,Jun-2020,Jul-2020,Aug-2020,Sep-2020,Oct-2020,Nov-2020,Dec-2020,Jan-2021,Feb-2021,Mar-2021,Apr-2021,May-2021,Jun-2021,Jul-2021,Aug-2021,Sep-2021,Oct-2021,Nov-2021,Dec-2021,Jan-2022
St. John's,https://cdn.britannica.com/92/2992-004-54C721CF/Flag-Newfoundland-and-Labrador.jpg, NL,109.61,109.84,109.98,111.48,111.85,111.23,110.44,110.48,113.53,120.78,122.57,128.92,130.6,122.78,114.72,109.58,108.88,108.35,108.22,108.27,108.35,108.49,108.09,108.62,108.35,108.22,107.01,106.01,105.76,105.51,105.68,105.55,105.43,103.41,102.42,101.84,97.99,97.65,96.45,96.34,97.93,99.64,101.39,98.61,98.15,95.72,92.56,91.55,90.13,91.38,95.48,96.85,101.75,101.8,101.45,101.21,101.43,104.94,104.58,104.22,101.79,100.65,102.76,102.52,109.48,109.48,109.36,107.49,104.38,103.88,100.95,100.95,100.83,98.9,97.3,101.51,104.73,104.4,92.44,94.79,102.86,102.51,102.17,104.7,104.58,104.46,104.35,112.26,111.46,111.33,111.05,110.8,110.8,109.84,109.32,109.19,108.12,107.0,103.48,102.31,102.2,102.09,102.09,101.97,102.2,101.64,101.64,98.62,94.59,93.48,93.28,98.45,103.69,100.54,101.58,107.71,109.24,113.48,111.8,117.65,116.1,118.2,127.1,123.01,123.39,130.26,133.96,127.24,131.11,129.36,133.36,127.53,122.07,121.64,121.39,123.8,130.89,126.01,115.25,114.1,118.01,113.47,106.21,101.71,102.03,103.8,104.85,111.29,115.8,113.08,112.14,114.74,116.5,117.08,119.17,115.56,119.66,121.35,126.46,119.49,114.73,112.52,112.72,115.37,124.34,116.25,114.33,112.51,114.79,118.16,123.36,124.69,131.78,136.11,129.57,130.81,130.82,134.76,130.81,125.73,120.5,127.4,128.83,136.11,136.93,136.41,141.88,146.65,168.44,155.0,135.98,134.5,138.48,139.39,133.49,153.18,158.11,154.11,155.44,159.55,139.42,130.88,128.54,133.24,131.29,128.44,144.78,149.62,153.54,155.26,152.37,145.96,143.09,141.66,144.14,150.1,150.37,149.19,154.74,157.27,171.11,180.06,185.34,172.34,176.98,158.78,125.81,111.03,110.2,117.99,118.99,122.25,129.88,138.46,139.71,137.56,138.45,131.74,140.02,137.49,138.15,136.77,142.3,142.42,141.04,134.77,135.7,136.2,133.71,138.01,140.38,144.34,148.16,148.66,156.47,165.44,166.46,159.71,158.71,159.41,159.85,156.79,154.25,151.49,152.66,159.98,165.25,170.2,161.89,154.84,149.43,156.95,162.19,159.89,152.62,149.88,151.31,159.45,156.26,151.3,147.84,150.45,154.95,156.61,157.3,148.07,149.01,152.77,154.64,157.54,157.75,158.99,161.07,160.8,157.9,153.83,154.28,148.94,136.54,122.48,111.58,123.99,130.91,126.36,134.97,141.56,139.74,130.45,122.64,118.21,118.0,112.08,106.28,102.67,101.89,115.63,118.45,142.98,137.99,139.13,144.12,147.51,144.46,146.6,153.99,146.6,142.22,149.84,145.25,127.31,125.54,129.83,140.13,133.57,140.28,130.44,132.48,133.83,134.06,143.73,150.3,147.01,147.01,144.18,142.87,142.44,128.96,119.01,116.41,122.34,132.34,141.4,140.45,128.87,137.05,131.81,129.77,129.18,129.94,129.36,131.16,127.37,108.39,87.36,98.24,109.59,114.26,113.64,113.29,116.88,118.25,123.35,131.1,137.1,148.11,146.84,148.71,149.83,157.73,155.31,156.59,162.2,160.42,152.54,159.2
Charlottetown,https://cdn.britannica.com/20/3620-050-0BFC3900/Flag-Prince-Edward-Island.jpg, PEI,103.72,103.42,103.4,106.03,106.24,106.95,108.58,108.63,108.35,107.58,106.91,119.08,128.82,127.4,120.38,113.3,107.12,105.9,104.37,104.07,105.55,107.26,106.87,107.56,107.83,107.7,106.66,104.62,104.72,104.12,104.12,105.38,105.08,105.13,105.01,104.76,101.08,100.72,100.72,96.34,95.37,94.86,95.77,95.55,95.44,95.04,94.93,94.76,89.45,89.85,89.85,90.53,92.17,92.07,93.62,95.27,96.51,98.32,97.81,97.13,96.91,96.46,99.08,98.69,99.02,99.85,100.4,100.35,99.9,99.73,98.13,95.81,95.53,95.42,96.15,97.24,97.52,98.01,96.37,96.1,95.99,95.67,99.73,99.19,101.5,101.39,101.93,102.57,99.99,97.29,95.09,94.88,94.08,94.08,95.47,95.2,96.44,95.64,90.84,89.98,83.65,83.55,83.87,83.14,80.13,79.05,80.8,80.8,78.88,78.72,76.02,75.45,76.94,77.73,82.58,83.95,87.73,88.26,95.16,94.86,98.11,97.8,100.51,101.25,104.93,106.41,106.07,113.51,110.76,113.17,117.25,115.06,119.36,105.7,105.34,108.46,110.9,113.12,113.17,108.31,102.76,105.15,101.12,92.61,88.22,87.95,88.48,95.47,103.63,100.35,98.34,102.44,104.79,106.29,109.42,106.22,103.58,110.3,117.27,116.22,104.89,97.99,97.8,100.49,108.07,105.77,100.05,96.62,96.52,102.43,107.91,116.84,120.51,130.27,123.18,121.63,121.79,121.46,124.89,116.92,110.72,114.19,118.54,127.21,133.23,128.89,133.29,135.79,163.46,151.36,129.63,127.76,133.39,133.48,125.58,148.64,154.51,147.3,154.11,155.29,131.0,120.06,119.62,128.07,125.21,121.86,140.85,145.44,148.31,144.65,140.6,133.26,133.05,129.55,133.49,138.45,139.87,138.45,143.5,146.6,162.3,172.71,174.23,163.0,164.24,142.27,111.67,94.28,95.72,107.77,106.46,110.59,117.12,130.84,126.2,129.03,126.88,121.71,129.41,123.61,127.83,125.59,130.83,130.83,128.7,123.22,123.96,123.19,121.73,125.22,127.01,130.91,134.01,136.46,145.33,150.94,153.47,150.09,147.16,147.03,148.0,144.62,142.33,140.15,141.86,147.38,153.37,160.28,150.86,144.62,140.05,146.66,156.94,156.31,144.03,143.19,143.31,151.75,151.87,154.87,150.82,153.54,157.92,161.82,161.21,151.5,151.61,153.36,155.11,158.83,161.15,160.62,162.35,161.27,158.6,155.57,154.28,150.21,136.2,121.78,106.57,116.33,123.98,121.84,130.24,136.39,136.53,130.45,118.85,114.77,112.16,111.51,106.39,99.23,100.63,113.8,117.2,118.62,111.57,109.22,113.57,119.18,116.65,118.66,126.44,118.67,117.5,123.53,119.79,118.67,114.68,119.44,127.98,120.1,127.89,123.26,126.98,126.91,128.35,135.5,143.95,142.31,140.47,138.08,137.75,135.17,121.34,112.29,106.32,107.95,120.16,135.17,137.88,124.58,131.49,124.66,123.36,122.04,121.84,120.66,120.55,117.62,96.42,79.08,88.69,100.97,106.26,105.97,105.0,105.54,101.15,107.01,114.61,120.86,131.16,131.24,134.2,135.26,140.97,139.77,140.0,145.7,144.69,135.34,143.5
Halifax,https://cdn.britannica.com/05/3105-004-7D8B6ACF/Flag-of-Nova-Scotia.jpg, NS,111.7,110.97,110.54,110.54,109.98,109.55,109.14,109.0,108.72,107.76,107.09,107.22,104.48,104.48,104.1,104.1,103.59,103.09,102.97,102.85,103.09,103.22,102.85,103.34,103.09,102.97,102.48,102.36,101.94,101.87,101.87,100.71,100.24,99.78,98.8,96.33,89.58,87.04,84.14,84.72,87.52,88.38,91.34,88.07,87.11,87.42,80.55,80.21,82.17,79.08,83.01,82.67,91.83,91.55,92.59,94.25,94.14,88.98,91.38,88.53,86.48,84.91,92.07,89.52,96.36,95.2,94.92,91.21,84.96,88.95,89.18,90.34,90.23,88.15,77.71,85.58,99.81,93.42,85.22,82.67,89.12,94.2,95.83,94.65,93.73,93.63,93.53,99.34,97.89,96.65,95.58,99.55,104.37,100.03,99.33,99.22,96.44,95.48,91.96,90.78,90.68,90.58,90.58,90.48,90.68,90.19,90.19,85.89,83.96,82.37,82.19,90.26,94.25,94.25,93.42,102.71,104.87,104.14,104.03,107.42,107.88,109.39,117.88,112.52,114.01,120.32,120.1,113.97,118.96,121.04,122.97,114.76,113.19,113.22,112.39,116.5,121.56,114.31,106.79,106.53,110.46,100.99,93.94,92.31,91.79,95.06,98.95,110.26,108.76,107.96,108.8,112.71,112.6,113.48,112.0,109.38,117.39,120.21,121.37,110.38,101.6,103.83,108.6,115.65,114.44,106.48,102.74,103.93,109.45,114.09,119.0,119.08,133.59,128.88,127.21,126.22,123.46,127.7,120.34,112.92,115.13,120.25,125.94,132.55,128.29,130.26,136.97,145.84,161.44,146.37,125.04,131.26,137.81,125.69,135.77,153.45,149.57,148.77,153.57,156.09,128.32,122.86,120.15,128.73,126.13,123.7,142.16,146.61,150.93,146.09,147.4,134.97,138.79,133.72,140.9,143.76,147.13,143.24,150.09,154.7,167.28,176.89,179.54,165.4,167.9,146.21,114.6,99.39,99.7,110.46,110.3,114.82,123.12,133.76,129.51,132.08,129.55,125.01,133.83,127.77,132.61,129.23,135.24,134.61,132.73,125.98,130.21,130.69,127.47,134.41,134.56,140.65,143.36,143.11,153.28,161.78,162.21,154.23,155.67,153.83,155.61,152.33,150.76,146.54,153.37,158.66,164.65,170.56,157.69,150.03,149.67,155.88,165.9,162.63,150.47,147.49,151.91,163.01,160.65,154.16,150.47,153.54,158.28,159.93,159.78,149.61,149.37,154.07,155.58,159.3,161.85,158.64,162.01,160.57,158.83,153.83,154.16,151.25,136.54,122.6,106.68,116.21,125.13,125.32,133.24,137.54,135.15,126.79,116.79,112.6,113.42,110.82,106.96,98.66,99.61,114.26,116.63,120.09,109.98,108.65,115.5,118.84,116.54,119.67,125.21,117.1,115.93,125.54,119.34,115.75,115.13,119.0,128.98,118.76,128.22,123.59,126.87,125.37,125.17,136.26,142.96,137.38,137.53,134.93,134.48,133.11,117.43,108.38,107.4,111.63,125.66,137.1,134.77,118.9,128.08,121.99,120.26,120.33,121.1,119.17,119.28,113.91,91.29,72.96,83.96,95.64,102.43,100.86,100.11,99.71,96.08,101.74,112.93,120.96,130.74,130.1,132.23,133.51,139.22,137.11,137.55,144.18,141.97,131.42,141.4
Saint John,https://cdn.britannica.com/89/2989-004-FBC3402E/Flag-New-Brunswick.jpg, NB,106.57,105.88,105.47,105.47,104.93,104.52,104.12,103.99,103.73,102.81,102.17,102.3,99.68,99.68,99.32,99.32,98.84,98.36,98.24,98.12,98.36,98.48,98.12,98.6,98.36,98.24,97.77,97.66,97.42,97.19,97.19,97.08,96.96,96.85,96.73,95.13,93.7,93.2,93.2,92.92,93.32,93.49,94.92,94.36,93.91,92.33,92.23,91.21,85.22,85.92,85.92,86.43,93.88,93.77,93.45,93.23,94.82,94.93,94.6,92.24,90.68,90.27,93.23,92.85,98.02,98.02,97.91,95.69,91.1,90.27,89.34,91.33,88.58,83.85,85.44,90.18,92.44,91.12,86.37,92.49,90.59,93.71,95.35,93.84,94.7,95.09,94.82,101.44,98.37,94.87,94.61,94.4,105.66,98.42,96.11,95.85,95.32,93.4,89.72,83.9,87.8,87.23,86.75,84.1,84.77,90.51,90.19,86.85,78.72,80.79,79.5,91.04,92.68,93.3,94.67,100.52,101.29,99.94,97.5,103.23,98.89,105.99,113.12,109.74,110.31,117.11,115.07,106.95,113.95,114.68,121.02,116.41,107.92,107.36,104.74,112.03,119.05,112.24,102.03,102.52,103.2,98.62,90.8,91.42,94.01,93.73,101.16,107.77,107.15,106.2,106.48,109.24,109.71,111.04,111.14,109.53,117.24,123.33,123.49,111.66,103.17,104.97,106.75,115.09,116.98,107.47,105.0,105.2,110.57,114.51,117.32,118.66,131.51,132.21,125.4,127.05,124.01,129.08,124.2,115.13,115.13,121.35,126.63,131.32,130.76,128.89,136.83,145.84,158.88,144.62,129.63,129.92,135.53,129.32,134.16,153.05,148.9,148.64,150.5,153.82,130.33,116.85,115.76,120.11,120.98,115.93,132.73,137.21,142.69,141.12,139.68,131.04,131.61,127.86,133.49,136.9,138.44,136.38,142.73,146.09,160.64,170.17,173.22,158.83,162.23,143.41,112.68,95.94,94.83,104.97,104.93,109.05,115.97,126.9,123.77,125.34,123.58,118.16,125.75,122.97,125.95,122.69,128.31,128.43,127.31,120.96,122.21,122.56,119.98,124.35,126.14,131.15,134.87,134.74,143.99,156.05,154.44,150.94,151.29,151.89,152.71,149.68,148.23,145.22,148.58,153.26,159.01,164.82,155.53,148.83,144.98,150.37,160.64,157.74,144.86,143.79,145.94,155.42,155.9,150.82,146.18,148.55,152.11,154.83,155.52,146.41,144.64,147.7,150.05,153.32,157.64,156.77,157.93,153.48,154.53,147.91,149.76,147.2,133.76,121.9,105.75,110.87,119.59,122.54,130.36,134.78,133.66,125.3,118.17,111.79,111.94,110.93,105.82,99.46,98.35,110.27,113.9,118.85,111.91,110.12,115.72,118.28,118.35,118.99,124.65,119.34,116.72,124.65,120.69,117.88,114.34,119.67,128.31,119.65,127.78,124.14,125.66,125.15,125.06,134.84,141.31,137.6,138.29,137.65,138.3,137.01,123.3,114.24,110.77,112.6,123.5,139.68,139.59,127.8,132.45,128.18,125.92,125.88,126.64,125.64,125.01,120.06,101.98,78.87,88.9,98.73,104.67,103.2,103.08,102.57,99.56,104.16,111.45,117.71,128.76,130.83,133.37,134.54,139.63,139.36,140.2,144.89,147.21,140.37,142.2
Québec,https://cdn.britannica.com/72/3672-050-F722B733/Flag-Quebec.jpg, QC,110.75,111.16,111.86,113.36,112.97,114.59,113.78,113.82,115.75,122.24,123.48,128.74,128.46,119.76,112.24,109.23,109.41,110.81,110.68,111.07,115.72,115.86,110.72,103.52,112.74,108.57,98.47,104.62,106.8,108.63,108.97,107.46,105.78,103.23,102.77,103.9,102.11,99.01,99.87,99.58,100.83,104.07,104.8,102.86,100.87,98.6,98.49,95.61,91.49,92.75,94.12,95.65,97.65,101.12,101.45,103.08,97.87,90.85,97.47,94.27,93.88,95.46,96.91,100.36,102.84,102.34,95.42,90.88,95.58,94.59,94.15,99.12,95.7,96.25,94.17,101.84,112.1,107.51,91.29,96.75,95.17,100.72,101.03,99.67,102.48,104.46,101.28,97.08,98.05,95.84,93.32,100.99,102.44,99.38,95.79,95.36,91.48,92.44,87.0,86.78,89.4,88.35,85.63,85.54,88.92,90.03,89.07,82.39,86.02,85.23,89.8,95.61,94.41,90.0,96.71,107.09,99.26,107.25,104.03,101.37,99.2,107.23,113.73,104.34,106.01,115.43,112.48,108.32,114.55,111.51,115.3,110.25,115.6,115.78,117.64,122.01,125.41,116.53,102.63,106.68,111.2,107.38,94.99,86.5,90.3,94.02,105.0,110.12,110.52,107.23,105.75,109.09,110.29,110.89,106.55,100.91,110.84,121.49,122.64,111.38,102.03,105.11,106.89,117.21,113.02,108.04,101.33,103.93,109.31,115.77,120.13,117.26,134.29,128.18,126.1,122.74,121.51,126.59,120.47,111.96,114.58,118.18,127.18,128.86,127.88,130.12,138.33,143.66,160.1,145.16,127.74,130.73,137.4,129.45,133.22,151.58,147.97,145.3,153.57,153.02,124.85,117.12,118.16,128.47,123.49,124.23,140.59,141.65,150.53,145.05,148.19,139.81,134.87,134.11,139.6,147.38,149.46,149.06,151.12,154.06,172.9,183.11,179.92,163.63,169.16,148.88,116.0,101.95,106.74,115.18,115.03,115.59,126.05,135.28,130.4,134.25,130.7,126.54,128.66,127.27,133.75,128.73,136.63,133.22,134.74,128.12,129.96,132.07,126.97,133.41,138.15,142.13,143.85,146.07,153.04,163.97,164.88,158.86,160.54,157.1,157.55,157.63,153.29,150.77,156.97,159.74,164.41,168.53,164.17,156.88,157.24,164.02,168.41,167.16,155.37,149.88,156.8,165.02,164.21,160.23,157.97,157.82,163.85,165.02,168.31,154.11,154.92,156.78,158.52,157.19,157.52,161.09,163.4,163.59,162.31,156.61,161.23,152.88,136.08,128.29,112.97,117.72,129.41,129.02,136.59,138.23,140.66,132.29,128.38,118.78,119.6,116.99,111.87,103.12,109.99,115.85,117.99,121.23,113.27,114.66,117.08,119.74,117.89,119.67,124.31,119.34,117.95,128.79,125.51,120.46,119.27,126.59,135.44,123.88,132.65,126.02,130.83,131.09,135.49,144.49,149.76,144.17,142.32,142.65,143.74,138.43,125.15,117.93,115.97,115.95,131.37,140.33,142.06,131.01,135.98,126.69,125.28,122.78,124.29,123.52,122.14,120.16,105.93,87.14,100.39,110.55,116.71,115.35,114.46,107.13,108.75,113.02,120.59,126.94,134.3,133.84,138.65,139.19,141.59,143.04,147.23,152.48,155.88,150.63,152.7
Montréal,https://cdn.britannica.com/72/3672-050-F722B733/Flag-Quebec.jpg, QC,112.08,111.35,112.24,113.74,113.53,114.59,114.52,114.37,116.3,123.16,125.3,129.11,128.46,119.4,111.71,109.41,109.05,110.46,110.33,111.07,116.24,116.38,109.84,106.33,110.81,103.67,98.99,104.79,104.02,106.37,106.72,105.04,104.74,101.68,102.59,104.42,100.91,98.5,99.36,98.22,100.15,104.75,101.9,94.53,97.13,93.86,95.27,89.52,86.74,90.87,93.43,93.94,90.29,98.73,96.0,101.38,97.36,89.66,96.96,90.39,92.53,92.28,90.39,97.36,101.18,97.19,95.58,94.03,96.41,89.28,90.34,98.46,99.51,97.41,97.96,97.74,110.63,104.73,94.4,95.61,93.86,100.39,97.3,101.29,102.15,103.82,99.18,97.4,97.73,99.23,96.22,102.92,106.94,101.96,94.83,96.17,96.6,93.72,86.2,90.78,92.44,90.9,90.9,87.13,87.48,89.55,88.44,83.98,88.56,82.85,91.85,96.4,97.24,95.35,100.17,105.21,107.68,108.5,105.43,107.26,106.64,114.03,120.8,110.66,115.39,124.91,121.01,118.7,123.37,123.31,121.32,113.86,116.05,116.38,114.19,121.12,125.12,111.79,102.48,109.05,111.64,103.07,92.6,95.29,94.16,97.13,103.52,106.9,101.14,99.77,106.77,108.95,106.67,111.47,104.83,105.79,112.69,121.49,119.95,106.82,101.18,103.68,105.76,113.39,108.64,105.63,102.32,103.37,110.43,113.1,115.35,115.3,133.45,125.54,121.23,122.46,120.95,129.08,116.48,109.34,115.27,117.22,125.4,129.4,123.22,131.9,134.92,145.84,159.42,141.79,125.04,124.65,135.26,123.54,131.75,149.31,143.3,141.96,152.24,150.09,122.58,118.19,121.22,125.02,119.26,123.3,139.8,143.87,149.62,137.58,140.47,134.44,134.87,133.2,137.78,142.21,147.13,148.03,148.93,159.2,173.67,181.08,181.18,161.99,164.62,141.0,111.28,101.18,108.15,113.27,115.79,114.05,128.86,133.76,127.6,132.72,131.08,127.55,132.7,127.27,132.99,130.99,138.26,137.89,134.24,130.75,129.58,127.69,132.47,136.14,142.98,144.59,148.65,149.27,159.52,168.97,165.37,160.93,161.88,161.47,158.27,157.99,156.9,154.38,160.21,164.66,168.12,171.52,162.85,159.04,160.49,165.81,168.41,166.68,159.18,154.66,156.32,169.29,164.09,159.52,161.9,163.88,168.6,166.33,164.4,156.48,157.53,160.67,161.58,160.94,165.36,167.85,166.2,168.36,166.15,161.84,160.77,154.5,144.89,134.55,119.15,130.03,136.8,136.2,144.2,149.26,145.59,137.33,130.44,128.06,126.93,124.66,117.02,112.28,111.47,124.63,126.74,125.53,120.42,122.59,125.56,130.69,125.69,132.18,130.47,126.74,127.05,139.43,133.47,127.87,128.45,132.18,139.23,132.9,140.28,135.75,140.52,140.1,142.74,151.3,156.44,152.92,149.95,150.49,152.45,142.99,127.22,122.05,121.62,122.88,136.11,146.13,147.74,137.77,142.39,133.63,132.44,131.74,131.53,131.06,129.57,127.26,106.15,91.87,104.15,112.47,117.88,116.41,113.29,111.69,110.65,114.6,121.22,128.4,135.03,133.64,138.65,140.95,143.64,144.37,145.9,153.5,153.36,149.12,155.5
Ottawa,https://cdn.britannica.com/25/3225-050-700EE1AD/Flag-Ontario.jpg, ON,106.38,106.07,105.84,106.22,105.67,106.01,106.54,106.22,108.54,114.91,120.02,120.17,117.8,111.05,103.74,98.43,100.77,103.09,104.9,104.6,104.15,103.39,99.35,99.83,101.52,100.52,98.64,99.05,98.81,101.7,100.83,100.19,99.73,98.05,97.25,96.33,95.59,94.06,93.37,93.09,92.3,95.37,93.9,90.79,94.93,90.81,89.01,85.46,83.35,85.23,87.11,88.48,89.1,91.55,93.96,95.44,91.25,87.79,91.38,87.69,87.99,88.93,89.89,93.02,96.36,94.36,90.44,89.88,91.27,88.78,78.57,85.53,85.1,86.0,86.93,93.96,97.19,90.8,89.32,88.73,91.25,90.13,91.61,91.41,92.6,91.85,91.59,87.06,87.55,85.68,86.71,95.69,96.01,90.7,88.55,89.9,89.56,84.29,80.93,82.3,85.72,82.44,82.12,80.91,76.45,81.28,81.28,76.51,77.45,74.6,81.09,86.0,81.35,83.55,86.2,97.55,96.77,96.2,95.94,99.98,97.19,99.97,110.66,98.93,105.7,108.4,105.01,103.13,111.82,106.82,110.78,105.14,106.11,101.94,99.03,106.22,110.9,101.87,93.42,99.26,102.91,91.04,85.27,82.17,83.17,85.88,92.61,96.5,94.25,94.35,96.75,99.4,101.18,103.13,102.68,101.77,105.86,112.0,109.35,96.28,93.47,92.86,97.09,107.01,101.0,97.56,91.29,91.55,97.51,102.14,103.69,106.19,121.76,113.03,113.03,112.44,104.13,110.94,106.0,99.29,105.76,108.0,113.05,119.13,113.63,119.05,124.96,132.53,146.37,130.87,115.59,116.16,122.96,113.61,119.4,134.35,126.09,130.88,140.36,137.44,114.15,111.51,110.57,116.27,109.08,117.64,130.37,133.02,139.3,135.23,132.36,126.06,126.92,123.83,131.81,132.37,134.94,135.48,138.34,146.34,158.21,164.72,164.39,152.01,151.25,129.82,100.45,88.9,95.08,98.07,103.27,103.67,113.93,119.91,114.09,119.23,115.06,116.26,119.56,115.27,119.78,119.3,123.9,123.77,120.89,118.57,126.71,125.31,126.22,132.05,134.56,137.19,140.65,140.4,148.02,155.69,155.78,152.28,154.58,152.37,151.26,148.59,143.77,141.84,146.06,148.82,151.46,156.1,150.5,143.18,145.1,149.29,151.92,148.8,145.58,141.52,143.31,152.1,150.8,146.89,145.82,150.81,154.48,154.0,153.63,146.77,145.82,148.29,147.23,150.86,152.14,155.26,156.3,159.64,156.39,148.72,146.28,139.8,128.66,113.66,103.19,114.01,120.05,119.41,126.67,132.83,136.41,126.79,116.67,112.48,115.03,109.79,99.3,97.4,103.37,113.69,118.67,118.85,114.41,112.5,111.76,117.03,111.9,115.28,124.09,118.11,109.64,129.46,125.96,119.23,116.81,116.76,131.43,127.89,134.86,133.32,137.0,131.42,138.12,146.58,150.09,140.34,141.12,138.63,134.05,128.22,115.69,108.16,104.69,103.95,119.51,135.17,136.92,127.69,133.95,125.83,124.21,122.78,120.99,120.02,118.43,114.86,90.11,84.13,97.38,105.87,110.53,110.02,107.44,106.07,104.21,108.8,116.5,123.37,128.76,130.41,134.61,135.68,138.5,138.75,138.78,145.29,143.78,136.75,144.3
